company_id,cat_id,catName,style_id,StyleName,prod_id,kind,color,Description,weight,size,Qty,Qty_sold,price_MGL,unitprice_Cnd,TransportCostUnit,sellsPrice,barCode,sex,sellDesc,barCodePrint,print_bar,workField,extra
102,0202,skirts,102-1W-020205,skirts -in front split,116-0119-015-889-5,cashmere,Crepe,Skirt,0,XL,1,1,,116.5,,200,102-1W-020205-22XL,female,sold,102020205,102-1W-020205-22XL,121W0202052XL,
102,0202,skirts,102-1W-020201,skirts-added square side,116-0121-014-5025-3,cashmere,pink,Skirt,0,M,1,,,216.55,,476,102-1W-020201-15M,female,,102020201,102-1W-020201-15M,121W02020115M,
102,0202,skirts,102-1W-020203,skirts-front desing,116-0122-002-81/755-3,cashmere,different Colors,Skirt,0,M,1,,,220.97,,486,102-1W-020203-11M,female,,102020203,102-1W-020203-11M,121W02020311M,
102,0306,Poncho,102-1W-030601,Poncho-hormoi round with buttons,117-0119-002-02-0,cashmere,bej,Poncho,0,F,1,1,,237.05,,459.99,102-1W-030601-02F,female,sold,102030601,102-1W-030601-02F,121W03060102F,
102,0306,Poncho,102-1W-030601,Poncho-hormoi round with buttons,117-0119-002-254-0,Cashmere,maroon,Poncho,0,F,1,1,,237.05,,489.99,102-1W-030601-17F,female,sold Mario -mom,102030601,102-1W-030601-17F,121W03060117F,
102,0306,Poncho,102-1W-030606,Poncho-square with tassel,117-0119-003-02-0,Cashmere,bej,Poncho,0,F,4,2,,132.97,,299.99,102-1W-030606-02F,female,3 + 1 sold Mario; 1sold- X/7,102030606,102-1W-030606-02F,121W03060602F,
102,0306,Poncho,102-1W-030606,Poncho-square with tassel,117-0119-003-522/148/79-0,Cashmere,gray,Poncho,0,F,1,1,,132.97,,299.99,102-1W-030606-03F,female,sold,102030606,102-1W-030606-03F,121W03060603F,
102,0306,Poncho,102-1W-030602,Poncho-square different color in the edge,117-0119-003-74/522/148-0,Cashmere,gray-dark,Poncho,0,F,1,1,,132.97,,299.99,102-1W-030602-21F,female,Sold Mario -Auna,102030602,102-1W-030602-21F,121W03060221F,
102,0306,Poncho,102-1W-030602,Poncho-square different color in the edge,117-0119-003-74/522/148-0,Cashmere,blue-dark,Poncho,0,F,2,,,132.97,,299.99,102-1W-030602-16F,female,2 bn /yes/,102030602,102-1W-030602-16F,121W03060216F,
102,0306,Poncho,102-1W-030606,Poncho-square with tassel,117-0119-003-75-0,Cashmere,black,Poncho,0,F,1,1,,132.97,,299.99,102-1W-030606-01F,female,1bn,102030606,102-1W-030606-01F,121W03060601F,
102,0306,Poncho,102-1W-030602,Poncho-square different color in the edge,117-0119-003-79-148/522-0,Cashmere,blue-dark,Poncho,0,F,2,,,132.97,,299.99,102-1W-030602-16F,female,2,102030602,102-1W-030602-16F,121W03060216F,
102,0306,Poncho,102-1W-030605,Poncho-shawel buttons,117-0120-002-183-0,cashmere,bej,Poncho,0,F,2,2,,91.98,,199.99,102-1W-030605-02F,female,sold-2  #5/13/2023#,102030605,102-1W-030605-02F,121W03060502F,
102,0306,Poncho,102-1W-030603,Poncho-long-cable,117-0122-005-1331-0,cashmere,maroon,Poncho,0,F,1,,,357.6,,786.99,102-1W-030603-17F,female,1,102030603,102-1W-030603-17F,121W03060317F,
102,0306,Poncho,102-3W-030604,Poncho-Hi-Neck,117-0322-005-9000-0,yak,brown,Poncho,0,F,1,,,357.6,,786.99,102-3W-030604-05F,female,1,102030604,102-3W-030604-05F,123W03060405F,
102,0403,socks,102-1U-040303,socks-saatai,118-0120-036-02-0,cashmere,bej,Socks,0,F,5,5,,31.71,,59,102-1U-040303-02F,unisex,sold 3-X/10; 2-X/23,102040303,102-1U-040303-02F,121U04030302F,
102,0403,socks,102-1U-040303,socks-saatai,118-0120-036-57-0,cashmere,brown,Socks,0,F,5,3,,31.71,,59,102-1U-040303-05F,unisex,sold 1-X/24;1-X/26,102040303,102-1U-040303-05F,121U04030305F,
102,0402,Cloves,102-1W-040204,Cloves-knit different/purl stitch/,119-0119-001-57-0,cashmere,bej-brown,Gloves,0,F,4,1,,15.63,,17,102-1W-040204-07F,female,3+1 Tresa beleg,102040204,102-1W-040204-07F,121W04020407F,
102,0402,Gloves,102-1W-040205,Cloves-fingerless long,119-0119-007,Cashmere,blue,Gloves,0,F,1,1,,14.83,,29.99,102-1W-040205-04F,female,1 Auna beleg,102040205,102-1W-040205-04F,121W04020504F,
102,0402,Gloves,102-1W-040205,Cloves-fingerless long,119-0119-007,Cashmere,blue-led,Gloves,0,F,3,,,14.83,,29.99,102-1W-040205-23F,female,3,102040205,102-1W-040205-23F,121W04020523F,
102,0406,Shawl,102-1W-040606,Shawl-triangle,120-0119-014-57/1392-0,cashmere,bej-brown,Scarf,0,F,1,,,36.13,,109.99,102-1W-040606-07F,female,1bn,102040606,102-1W-040606-07F,121W04060607F,
102,0405,Neck warmer,102-1U-040506,Neck warmer-uzuurtei emjeertei,120-0119-016-57/02-0,cashmere,bej-brown,Scarf,0,F,2,1,,23.67,,69.99,102-1U-040506-07F,unisex,1bn+1 sold Mario mom Auna,102040506,102-1U-040506-07F,121U04050607F,
102,0406,Shawl,102-1W-040604,Shawl-alag arzgar,120-0121-045-74/01-0,cashmere,gray,Scarf,0,F,1,,,99.62,,399.99,102-1W-040604-03F,female,,102040604,102-1W-040604-03F,121W04060403F,
102,0404,Scarf,102-1W-040408,Scarf-uzuurtei saatai,120-0122-018-02-0,cashmere,bej,Scarf,0,F,1,,,56.22,,225.99,102-1W-040408-02F,female,,102040408,102-1W-040408-02F,121W04040802F,
102,0404,Scarf,102-1W-040408,Scarf-uzuurtei saatai,120-0122-018-1392-0,cashmere,blue,Scarf,0,F,3,,,56.22,,225.99,102-1W-040408-04F,female,1 burtgev+1 +1,102040408,102-1W-040408-04F,121W04040804F,
102,0404,Scarf,102-1M-040401,Scarf-Strip,120-1122-023-02/57-0,cashmere,bej-brown,Scarf,0,F,1,,,80.33,,289.99,102-1M-040401-07F,male,,102040401,102-1M-040401-07F,121M04040107F,
102,0404,Scarf,102-1M-040401,Scarf-Strip,120-1122-023-1402/755-0,cashmere,different Colors,Scarf,0,F,1,,,80.33,,245.99,102-1M-040401-11F,male,1bn,102040401,102-1M-040401-11F,121M04040111F,
102,0404,Scarf,102-1U-040405,Scarf- narrow,120-3122-030-02-0,cashmere,bej,Scarf,0,F,1,,,27.69,,109.99,102-1U-040405-02F,unisex,1 malgaitai hamt bv,102040405,102-1U-040405-02F,121U04040502F,
102,,,,,120-3122-030-02-0,,,Scarf,0,,1,,,27.69,,30,,,,,,12,
102,0404,Scarf,102-1U-040415,Scarf-davhar egesen uzuurtei hole,120-4120-072-400-0,cashmere,bej,scarf,0,F,3,,,41.35,,159.99,102-1U-040415-02F,unisex,3 bn,102040415,102-1U-040415-02F,121U04041502F,
102,0406,Shawl,102-1W-040602,Shawl-shar alag,121-0119-005-1096/755/02-0,cashmere,yellow,Shawl,0,F,2,,,71.89,,287.97,102-1W-040602-12F,female,2 bn,102040602,102-1W-040602-12F,121W04060212F,
102,0406,Shawl,102-1W-040603,Shaw-olon ongo alag,121-0120-014-755/148/254-0,cashmere,different Colors,Shawl,0,F,2,,,65.46,,259.99,102-1W-040603-11F,female,2 bn,102040603,102-1W-040603-11F,121W04060311F,
102,0406,Shawl,102-1W-040606,Shawl-triangle,122-0122-002-755/148/75-0,cashmere,gray,Triangle shawl,0,F,1,,,44.16,,179.97,102-1W-040606-03F,female,,102040606,102-1W-040606-03F,121W04060603F,
102,0405,Neck warmer,102-1U-040502,Neck warmer-cable,137-0120-004-1402-0,cashmere,gray,Neck warmer,0,F,1,,,47.38,,199.99,102-1U-040502-03F,unisex,,102040502,102-1U-040502-03F,121U04050203F,
102,0405,Neck warmer,102-1U-040505,Neck warmer-cable-ulaaan,137-0120-008-254-0,cashmere,Red,Neck warmer,0,F,1,,,58.23,,229.99,102-1U-040505-19F,unisex,,102040505,102-1U-040505-19F,121U04050519F,
102,0405,Neck warmer,102-1W-040504,Neck warmer-NY,137-0120-017-755/57/254-0,cashmere,white,Neck warmer,0,F,10,1,,45.37,,199.99,102-1W-040504-06F,female,1+,102040504,102-1W-040504-06F,121W04050406F,
102,0405,Neck warmer,102-1U-040501,Neck warmer- 2 sided written cashmere,137-1122-009-3900/4800-0,cashmere,yellow,Neck warmer,0,F,2,,,53,,219.99,102-1U-040501-12F,unisex,1 hos burtgev+1 hos,102040501,102-1U-040501-12F,121U04050112F,
102,0404,Scarf,102-1U-040413,Scarf-textile,220-0121-040-1096-0,cashmere,yellow,Scarf,0,F,1,,,39.74,,99,102-1U-040413-12F,unisex,,102040413,102-1U-040413-12F,121U04041312F,
102,0404,Scarf,102-1U-040413,Scarf-textile,220-0121-040-3200-0,cashmere,blue-nomin,Scarf,0,F,2,2,,39.74,,99,102-1U-040413-08F,unisex,sold  VI/4; VI/20,102040413,102-1U-040413-08F,121U04041308F,
102,0406,Shawl,102-1W-040607,Shawl- very thin,221-0220-022,Cashmere,pink,Shawl,0,F,6,6,,145.03,,249.99,102-1W-040607-15F,female,5bn+1 tuvshin beleg +1 V/21 zarav;+1 VI/9; +2 VI/10+1-VI/13,102040607,102-1W-040607-15F,121W04060715F,
102,0301,Coat,102-3W-030103,Coat- 2 sided,313-0322-060-315-3,yak,brown,Coat,0,M,1,,,518.34,,1140,102-3W-030103-05M,female,,102030103,102-3W-030103-05M,123W03010305M,
102,0304,Jacket,102-3U-030403,Jacket-sleeve knitten,313-1322-062-9000/306-4,yak,brown,Coat,0,L,2,1,,224.99,,495,102-3U-030403-05L,unisex,jay,102030403,102-3U-030403-05L,123U03040305L,
102,0108,Top,102-1W-010807,Top-Tneck,403-0121-020-3100-3,cashmere,blue-nomin,Top,0,M,1,,,116.5,,229.99,102-1W-010807-08M,female,1bn,102010807,102-1W-010807-08M,121W01080708M,
102,0302,dress,102-1W-030216,dress-V-Neck short sleeves,408-0120-089-57-2,cashmere,bej-brown,Dress,0,S,1,1,,156.68,,349.99,102-1W-030216-07S,female,dagii belen avsan,102030216,102-1W-030216-07S,121W03021607S,
102,0302,dress,102-1W-030216,dress-V-Neck short sleeves,408-0120-089-57-4,cashmere,brown,Dress,0,L,1,,,156.68,,349.99,102-1W-030216-05L,female,490 web,102030216,102-1W-030216-05L,121W03021605L,
102,0302,dress,102-1W-030205,dress-long sleeves seamless,408-0120-110-151-3,cashmere,green--pistachio,Dress,0,M,1,,,220.98,,459.99,102-1W-030202-14M,female,printed,102030202,102-1W-030202-14M,121W03020214M,
102,0302,dress,102-1W-030202,dress-Cneck short sleeves seamless,408-0121-001-1096-5,cashmere,yellow,Dress,0,XL,1,,,180.79,,369.99,102-1W-030202-12XL,female,printed,102030202,102-1W-030202-12XL,121W0302022XL,
102,0302,dress,102-1W-030202,dress-Cneck short sleeves seamless,408-0121-001-1392-3,cashmere,green-cyan,Dress,0,M,1,1,,180.79,,369.99,102-1W-030205-18M,female,sold,102030205,102-1W-030205-18M,121W03020518M,
102,0302,dress,102-1W-030208,dress-Cneck cable pattern long sleeves,408-0121-002-1402-4,cashmere,blue-nomin,Dress,0,L,1,,,156.68,,349.99,102-1W-030208-08L,female,printed,102030208,102-1W-030208-08L,121W03020808L,
102,0302,dress,102-1W-030212,dress-Cneck sleeveless-funnal skirt,408-0121-004-254-4,cashmere,Red,Dress,0,L,1,,,156.68,,349.99,102-1W-030212-19L,female,printed,102030212,102-1W-030212-19L,121W03021219L,
102,0302,dress,102-1W-030209,dress- Cneck with hidden pocket stars pattern,608-0121-156-1392-4,cashmere,blue-nomin,Dress,0,L,1,,,180.79,,369.99,102-1W-030209-08L,female,printed,102030209,102-1W-030209-08L,121W03020908L,
102,0302,dress,102-1W-030213,dress- Cneck with hidden pocket stars pattern,608-0121-157-706-6,cashmere,Red,Dress,0,XXL,1,,,178.78,,369.99,102-1W-030213-19XXL,female,printed,102030213,102-1W-030213-19XXL,121W030213XXL,
102,0401,Hat,102-1W-040107,Hat-beret thiner,110-0119-026,cashmere,bej,Hat,45,F,1,,43110,16.63836357,4.128127369,69.99,102-1W-040107-02F,female,1,102040107,102-1W-040107-02F,121W04010702F,
102,0401,Hat,102-1U-040114,Hat-bennie nugaldag,110-0119-031,cashmere,bej,Hat,60,F,2,,58410,22.54341953,5.504169826,95.99,102-1U-040114-02F,unisex,1bn+1,102040114,102-1U-040114-02F,121U04011402F,
102,0401,Hat,102-1W-040111,Hat-chiktei,110-0120-005,cashmere,gray,Hat,30,F,10,,41310,15.9436511,2.752084913,69.99,102-1W-040111-03F,female,8 bn+1+1,102040111,102-1W-040111-03F,121W04011103F,
