company_id,cat_id,catName,kind,color,StyleName,Description,weight,size,sex,price_MGL,unitprice_Cnd,sellsPrice,Qty
102,0306,Poncho,Cashmere,blue-dark,Poncho-square different color in the edge,Poncho,0,F,female,,132.97,$299.99,2
102,0306,Poncho,cashmere,bej,Poncho-shawel buttons,Poncho,0,F,female,,91.98,$199.99,2
102,0306,Poncho,cashmere,maroon,Poncho-long-cable,Poncho,0,F,female,,357.6,$786.99,1
102,0306,Poncho,yak,brown,Poncho-Hi-Neck,Poncho,0,F,female,,357.6,$786.99,1
102,0403,socks,cashmere,bej,socks-saatai,Socks,0,F,unisex,,31.71,$59.00,5
102,0403,socks,cashmere,brown,socks-saatai,Socks,0,F,unisex,,31.71,$59.00,5
102,0402,Cloves,cashmere,bej-brown,Cloves-knit different/purl stitch/,Gloves,0,F,female,,15.63,$17.00,4
102,0402,Gloves,Cashmere,blue,Cloves-fingerless long,Gloves,0,F,female,,14.83,$29.99,1
102,0402,Gloves,Cashmere,blue-led,Cloves-fingerless long,Gloves,0,F,female,,14.83,$29.99,3
102,0406,Shawl,cashmere,bej-brown,Shawl-triangle,Scarf,0,F,female,,36.13,$109.99,1
102,0405,Neck warmer,cashmere,bej-brown,Neck warmer-uzuurtei emjeertei,Scarf,0,F,unisex,,23.67,$69.99,2
102,0406,Shawl,cashmere,gray,Shawl-alag arzgar,Scarf,0,F,female,,99.62,$399.99,1
102,0404,Scarf,cashmere,bej,Scarf-uzuurtei saatai,Scarf,0,F,female,,56.22,$225.99,1
102,0404,Scarf,cashmere,blue,Scarf-uzuurtei saatai,Scarf,0,F,female,,56.22,$225.99,3
102,0404,Scarf,cashmere,bej-brown,Scarf-Strip,Scarf,0,F,male,,80.33,$289.99,1
102,0404,Scarf,cashmere,different Colors,Scarf-Strip,Scarf,0,F,male,,80.33,$245.99,1
102,0404,Scarf,cashmere,bej,Scarf- narrow,Scarf,0,F,unisex,,27.69,$109.99,1
102,,,,,,Scarf,0,,,,27.69,$30.00,1
102,0404,Scarf,cashmere,bej,Scarf-davhar egesen uzuurtei hole,scarf,0,F,unisex,,41.35,$159.99,3
102,0406,Shawl,cashmere,yellow,Shawl-shar alag,Shawl,0,F,female,,71.89,$287.97,2
102,0406,Shawl,cashmere,different Colors,Shaw-olon ongo alag,Shawl,0,F,female,,65.46,$259.99,2
102,0406,Shawl,cashmere,gray,Shawl-triangle,Triangle shawl,0,F,female,,44.16,$179.97,1
102,0405,Neck warmer,cashmere,gray,Neck warmer-cable,Neck warmer,0,F,unisex,,47.38,$199.99,1
102,0405,Neck warmer,cashmere,Red,Neck warmer-cable-ulaaan,Neck warmer,0,F,unisex,,58.23,$229.99,1
102,0405,Neck warmer,cashmere,white,Neck warmer-NY,Neck warmer,0,F,female,,45.37,$199.99,10
102,0405,Neck warmer,cashmere,yellow,Neck warmer- 2 sided written cashmere,Neck warmer,0,F,unisex,,53,$219.99,2
102,0404,Scarf,cashmere,yellow,Scarf-textile,Scarf,0,F,unisex,,39.74,$99.00,1
102,0404,Scarf,cashmere,blue-nomin,Scarf-textile,Scarf,0,F,unisex,,39.74,$99.00,2
102,0406,Shawl,Cashmere,pink,Shawl- very thin,Shawl,0,F,female,,145.03,$249.99,6
102,0301,Coat,yak,brown,Coat- 2 sided,Coat,0,M,female,,518.34,"$1,140.00",1
102,0304,Jacket,yak,brown,Jacket-sleeve knitten,Coat,0,L,unisex,,224.99,$495.00,2
102,0108,Top,cashmere,blue-nomin,Top-Tneck,Top,0,M,female,,116.5,$229.99,1
102,0302,dress,cashmere,bej-brown,dress-V-Neck short sleeves,Dress,0,S,female,,156.68,$349.99,1
102,0302,dress,cashmere,brown,dress-V-Neck short sleeves,Dress,0,L,female,,156.68,$349.99,1
102,0302,dress,cashmere,green--pistachio,dress-long sleeves seamless,Dress,0,M,female,,220.98,$459.99,1
102,0302,dress,cashmere,yellow,dress-Cneck short sleeves seamless,Dress,0,XL,female,,180.79,$369.99,1
102,0302,dress,cashmere,green-cyan,dress-Cneck short sleeves seamless,Dress,0,M,female,,180.79,$369.99,1
102,0302,dress,cashmere,blue-nomin,dress-Cneck cable pattern long sleeves,Dress,0,L,female,,156.68,$349.99,1
102,0302,dress,cashmere,Red,dress-Cneck sleeveless-funnal skirt,Dress,0,L,female,,156.68,$349.99,1
102,0302,dress,cashmere,blue-nomin,dress- Cneck with hidden pocket stars pattern,Dress,0,L,female,,180.79,$369.99,1
102,0302,dress,cashmere,Red,dress- Cneck with hidden pocket stars pattern,Dress,0,XXL,female,,178.78,$369.99,1
102,0401,Hat,cashmere,bej,Hat-beret thiner,Hat,45,F,female,43110,16.64,$69.99,1
102,0401,Hat,cashmere,bej,Hat-bennie nugaldag,Hat,60,F,unisex,58410,22.54,$95.99,2
102,0401,Hat,cashmere,gray,Hat-chiktei,Hat,30,F,female,41310,15.94,$69.99,10
102,0401,Hat,cashmere,Red,Hat-bennie-emjeertei,Hat,40,F,female,54810,21.15,$89.99,1
102,0401,Hat,cashmere,green,Hat- cable binne,Hat,40,F,female,52110,20.11,$89.99,2
102,0401,Hat,cashmere,gray,Hat-bennie nugaldag,Hat,50,F,unisex,53010,20.46,$89.99,1
102,0401,Hat,cashmere,gray,Hat-bennie-pom,Hat,50,F,female,52110,20.11,$89.99,1
102,0401,Hat,cashmere,bej,Hat-bennie cable straight,Hat,65,F,female,69210,26.71,$99.99,9
102,0401,Hat,cashmere,blue-dark,Hat-bennie-pom,Hat,50,F,female,51210,19.76,$89.99,2
102,0401,Hat,cashmere,gray,Hat- cable binne,Hat,85,F,female,79110,30.53,$129.99,1
102,0401,Hat,cashmere,blue-dark,Hat-thick chiktei,Hat,80,F,unisex,106110,40.95,$179.99,1
102,0401,Hat,cashmere,Red,Hat-bennie cable straight,Hat,50,F,female,71010,27.41,$119.99,1
102,0401,Hat,cashmere,bej,Hat-bennie nugaldag,Hat,60,F,unisex,79110,30.53,$129.99,2
102,0401,Hat,cashmere,gray,Hat-zagvar-hormootoi,Hat,65,F,female,98910,38.17,$159.99,1
102,0401,Hat,cashmere,brown,Hat-strip,Hat,55,F,male,59310,22.89,$99.99,3
102,0401,Hat,Cashmere,maroon,Hat-bennie-2 sided written cashmere,Hat,45,F,unisex,42210,16.29,$76.79,1
102,0401,Hat,yak,blue-nomin,Hat-strip-yak,Hat,85,F,unisex,44010,16.99,$99.99,1
102,0401,Hat,cashmere,black,Hat-child-colored-emjeertei,Hat,35,F,unisex,68310,26.36,$99.99,1
102,0401,Hat,cashmere,gray,Hat-chiktei,Hat,55,F,female,55710,21.5,$89.99,1
102,0402,Cloves,cashmere,different Colors,Cloves-fingerless short,Gloves,15,F,female,23310,9,$29.99,17
102,0402,Cloves,cashmere,gray,Cloves-wrist pattern,Gloves,40,F,female,37710,14.55,$59.99,1
102,0402,Cloves,cashmere,white,Cloves-NY,Gloves,50,F,female,58410,22.54,$69.00,10
102,0404,Scarf,cashmere,blue-dark,Scarf-cable,Scarf,175,F,female,184410,71.17,$299.99,2
102,0404,Scarf,cashmere,Red,Scarf-2 sided color,Scarf,110,F,female,100710,38.87,$169.99,1
102,0404,Scarf,cashmere,green,Scarf-uzuurt overlog,Scarf,50,F,female,50310,19.42,$89.99,1
102,0404,Scarf,cashmere,gray,Scarf-cable,Scarf,110,F,female,142110,54.85,$229.99,1
102,0404,Scarf,cashmere,gray,Scarf-uzuurtei suvd,Scarf,100,F,female,132210,51.03,$219.99,1
102,0405,Neck warmer,cashmere,blue-dark,Neck warmer- with strip,Scarf,55,F,unisex,74610,28.8,$119.99,1
102,0404,Scarf,cashmere,brown,Scarf-Strip,Scarf,140,F,male,179910,69.44,$289.99,1
102,0404,Scarf,yak,brown-blue,Scarf-strip-yak,Scarf,230,F,unisex,98010,37.83,$179.99,1
102,0404,Scarf,cashmere,black,Scarf-child-hos,Scarf,115,F,unisex,108810,42,$179.99,1
102,0406,Shawl,cashmere,black,Shawl-uzuurtei suvd,Shawl,195,F,female,199920,77.16,$329.99,1
102,0408,head band,cashmere,gray,head band-twisted,Head bandage,35,F,female,40410,15.6,$49.99,1
102,0408,head band,cashmere,black,head band-twisted,Head bandage,35,F,female,44010,16.99,$49.99,1
102,0405,Neck warmer,cashmere,bej,Neck warmer-cable,Scarf,155,F,unisex,163710,63.18,$269.99,1
102,0405,Neck warmer,cashmere,gray,Neck warmer-cable-saatai,Scarf,70,F,unisex,73710,28.45,$119.99,1
102,0405,Neck warmer,cashmere,maroon,Neck warmer- 2 sided written cashmere,Scarf,85,F,unisex,118710,45.82,$199.99,1
102,0404,Scarf,cashmere,different Colors,Scarf-cubic,Scarf,110,F,unisex,89010,34.35,$149.99,10
102,0404,Scarf,yak,brown,Scarf-yak,Scarf,110,F,unisex,62910,24.28,$109.99,1
102,0404,Scarf,yak,different Colors,Scarf-yak,Scarf,110,F,unisex,62910,24.28,$109.99,1
102,0404,Scarf,yak,different Colors,Scarf-yak,Scarf,110,F,unisex,62910,24.28,$109.99,1
102,0404,Scarf,yak,different Colors,Scarf-yak,Scarf,110,F,unisex,62910,24.28,$99.00,2
102,0406,Shawl,yak,different Colors,Shawl-cubic,Shawl,160,F,female,111920,43.2,$189.99,1
101,0108,Top,Cashmere,bej,Top-Vneck,Top,185,M,male,0,86.31,$169.00,1
101,0106,Hi-neck,cashmere,brown,Hi-neck-cable,T-neck,400,M,female,0,186.59,$746.37,2
101,0106,Hi-neck,cashmere,bej,Hi-neck-urt cable,T-neck,385,M,female,0,179.6,$718.41,1
101,0106,Hi-neck,cashmere,bej-brown,Hi-neck-cable,T-neck,455,M,female,0,212.26,$849.02,2
101,0103,T-neck,cashmere,turquoise,T-neck-cable,T-neck,305,M,female,0,142.28,$569.13,3
101,0401,Hat,Cashmere,blue,Hat-bennie-pom,Hat,50,F,female,0,23.32,$59.00,6
101,0401,Hat,Cashmere,bej,Hat-beret cable twisted,Hat,45,F,female,0,21,$59.00,3
101,0401,Hat,Cashmere,black,Hat-Purl stitch,Hat,60,F,unisex,0,27.99,$69.00,15
101,0401,Hat,Cashmere,Red,Hat-ninja,Hat,70,F,unisex,0,32.65,$79.00,5
101,0401,Hat,Cashmere,maroon,Hat-urt chick,Hat,40,F,female,0,18.66,$45.00,1
